class,threshold,tp,fp,fn,precision,recall,f1,jaccard,fp_per_image,fn_per_image
Squamous Epithelial Cell,0.6899999976158142,188,2,16,0.9894736842105263,0.9215686274509803,0.9543147208121827,0.912621359223301,0.03773584905660377,0.3018867924528302
Squamous Epithelial Cell,0.699999988079071,188,2,16,0.9894736842105263,0.9215686274509803,0.9543147208121827,0.912621359223301,0.03773584905660377,0.3018867924528302
Squamous Epithelial Cell,0.7099999785423279,186,2,18,0.9893617021276596,0.9117647058823529,0.9489795918367346,0.9029126213592233,0.03773584905660377,0.33962264150943394
Squamous Epithelial Cell,0.7200000286102295,186,2,18,0.9893617021276596,0.9117647058823529,0.9489795918367346,0.9029126213592233,0.03773584905660377,0.33962264150943394
Squamous Epithelial Cell,0.7300000190734863,186,2,18,0.9893617021276596,0.9117647058823529,0.9489795918367346,0.9029126213592233,0.03773584905660377,0.33962264150943394
Squamous Epithelial Cell,0.7400000095367432,186,2,18,0.9893617021276596,0.9117647058823529,0.9489795918367346,0.9029126213592233,0.03773584905660377,0.33962264150943394
Squamous Epithelial Cell,0.75,184,2,20,0.989247311827957,0.9019607843137255,0.9435897435897437,0.8932038834951457,0.03773584905660377,0.37735849056603776
Squamous Epithelial Cell,0.7599999904632568,182,2,22,0.9891304347826086,0.8921568627450981,0.9381443298969072,0.883495145631068,0.03773584905660377,0.41509433962264153
Squamous Epithelial Cell,0.7699999809265137,182,2,22,0.9891304347826086,0.8921568627450981,0.9381443298969072,0.883495145631068,0.03773584905660377,0.41509433962264153
Squamous Epithelial Cell,0.7799999713897705,178,2,26,0.9888888888888889,0.8725490196078431,0.9270833333333334,0.8640776699029126,0.03773584905660377,0.49056603773584906
Squamous Epithelial Cell,0.7900000214576721,177,2,27,0.9888268156424581,0.8676470588235294,0.9242819843342037,0.8592233009708737,0.03773584905660377,0.5094339622641509
Squamous Epithelial Cell,0.800000011920929,177,2,27,0.9888268156424581,0.8676470588235294,0.9242819843342037,0.8592233009708737,0.03773584905660377,0.5094339622641509
Squamous Epithelial Cell,0.8100000023841858,175,2,29,0.9887005649717514,0.8578431372549019,0.9186351706036745,0.8495145631067961,0.03773584905660377,0.5471698113207547
